country,iso3,who.region,resource,unit_cost,cost.m,cost.sd
Kiribati,KIR,WPR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,3594.49,1234.84
Kuwait,KWT,EMR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,15143.82,18709.36
Kyrgyzstan,KGZ,EUR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,4412.01,744.82
Lao People's Democratic Republic,LAO,WPR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,6407.06,3602.36
Latvia,LVA,EUR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,19524.89,15970.34
Lebanon,LBN,EMR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,7682.91,4205.04
Lesotho,LSO,AFR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,2695.84,58.44
Liberia,LBR,AFR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,2915.32,349.78
Libya,LBY,EMR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,4482.88,1316.13
Lithuania,LTU,EUR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,48246.26,57834.26
Luxembourg,LUX,EUR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,136455.96,195181.82
Madagascar,MDG,AFR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,2862.38,248.83
Malawi,MWI,AFR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,3529.08,256.38
Malaysia,MYS,WPR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,7580.45,2105.15
Maldives,MDV,SEA,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,12404.05,4238.9
Mali,MLI,AFR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,2913.52,203.02
Malta,MLT,EUR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,31768.9,32068.22
Marshall Islands,MHL,WPR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,3879.48,115.11
Mauritania,MRT,AFR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,3047.42,358.47
Mauritius,MUS,AFR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,9879.56,10730.65
Mexico,MEX,AMR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,12258.44,4582.08
Micronesia (Federated States of),FSM,WPR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,3545.8,608.92
Monaco,MCO,EUR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,213683.2,325008.91
Mongolia,MNG,WPR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,6694.38,2017.77
Montenegro,MNE,EUR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,6934.89,6179.35
Montserrat,MSR,AMR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,5777.04,274.68
Morocco,MAR,EMR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,3391.8,453.16
Mozambique,MOZ,AFR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,2934.77,117.41
Myanmar,MMR,SEA,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,2898.28,100.7
Namibia,NAM,AFR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,6878.75,2702.24
Nauru,NRU,WPR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,6422.94,2340.23
Nepal,NPL,SEA,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,4171.08,594.09
Netherlands,NLD,EUR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,65918.06,83682.01
New Caledonia,NCL,WPR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,19835.18,16109.06
New Zealand,NZL,WPR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,16407.62,12170.62
Nicaragua,NIC,AMR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,22211.83,4368.27
Niger,NER,AFR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,2975.71,175.81
Nigeria,NGA,AFR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,3551.14,358.09
Niue,NIU,WPR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,12996.9,1085.95
North Macedonia,MKD,EUR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,7343.29,3789.17
Northern Mariana Islands,MNP,WPR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,12481.14,1019.75
Norway,NOR,EUR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,71234.95,86759.62
Oman,OMN,EMR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,16747.7,22376.27
Pakistan,PAK,EMR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,2576.5,42.75
Palau,PLW,WPR,Treatment for multi-drug resistant TB (5-15 years),c_mdrtb_tx.514,5955.24,3626.19
